Gene stable ID,Transcript stable ID,Gene description,Gene name,Transcript name
ENSMUSG00000099369,ENSMUST00000186338,predicted gene 28838 [Source:MGI Symbol;Acc:MGI:5579544],Gm28838,Gm28838-201
ENSMUSG00000101808,ENSMUST00000186886,predicted gene 29654 [Source:MGI Symbol;Acc:MGI:5580360],Gm29654,Gm29654-201
ENSMUSG00000101893,ENSMUST00000189579,predicted gene 28839 [Source:MGI Symbol;Acc:MGI:5579545],Gm28839,Gm28839-201
ENSMUSG00000099910,ENSMUST00000189088,predicted gene 29651 [Source:MGI Symbol;Acc:MGI:5580357],Gm29651,Gm29651-201
ENSMUSG00000100442,ENSMUST00000187981,"predicted gene, 20866 [Source:MGI Symbol;Acc:MGI:5434222]",Gm20866,Gm20866-201
ENSMUSG00000101518,ENSMUST00000190110,"predicted gene, 20868 [Source:MGI Symbol;Acc:MGI:5434224]",Gm20868,Gm20868-201
ENSMUSG00000099818,ENSMUST00000188622,predicted gene 29652 [Source:MGI Symbol;Acc:MGI:5580358],Gm29652,Gm29652-201
ENSMUSG00000100500,ENSMUST00000188565,predicted gene 29080 [Source:MGI Symbol;Acc:MGI:5579786],Gm29080,Gm29080-201
ENSMUSG00000100677,ENSMUST00000189684,"predicted gene, 21184 [Source:MGI Symbol;Acc:MGI:5434539]",Gm21184,Gm21184-201
ENSMUSG00000100171,ENSMUST00000190814,"predicted gene, 21201 [Source:MGI Symbol;Acc:MGI:5434556]",Gm21201,Gm21201-201
ENSMUSG00000101374,ENSMUST00000189297,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-206
ENSMUSG00000101374,ENSMUST00000189411,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-207
ENSMUSG00000101374,ENSMUST00000186680,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-201
ENSMUSG00000101374,ENSMUST00000188806,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-204
ENSMUSG00000101374,ENSMUST00000189667,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-208
ENSMUSG00000101374,ENSMUST00000188713,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-203
ENSMUSG00000101374,ENSMUST00000189142,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-205
ENSMUSG00000101374,ENSMUST00000190172,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-209
ENSMUSG00000101374,ENSMUST00000187977,predicted gene 28844 [Source:MGI Symbol;Acc:MGI:5579550],Gm28844,Gm28844-202
ENSMUSG00000101255,ENSMUST00000189958,"predicted gene, 21841 [Source:MGI Symbol;Acc:MGI:5434005]",Gm21841,Gm21841-201
ENSMUSG00000099463,ENSMUST00000190140,predicted gene 29081 [Source:MGI Symbol;Acc:MGI:5579787],Gm29081,Gm29081-203
ENSMUSG00000099463,ENSMUST00000186518,predicted gene 29081 [Source:MGI Symbol;Acc:MGI:5579787],Gm29081,Gm29081-201
ENSMUSG00000099463,ENSMUST00000188696,predicted gene 29081 [Source:MGI Symbol;Acc:MGI:5579787],Gm29081,Gm29081-202
ENSMUSG00000100745,ENSMUST00000185784,predicted gene 29077 [Source:MGI Symbol;Acc:MGI:5579783],Gm29077,Gm29077-201
ENSMUSG00000101341,ENSMUST00000187689,predicted gene 29076 [Source:MGI Symbol;Acc:MGI:5579782],Gm29076,Gm29076-201
ENSMUSG00000100193,ENSMUST00000188875,predicted gene 29079 [Source:MGI Symbol;Acc:MGI:5579785],Gm29079,Gm29079-201
ENSMUSG00000099651,ENSMUST00000190611,predicted gene 29078 [Source:MGI Symbol;Acc:MGI:5579784],Gm29078,Gm29078-201
ENSMUSG00000101787,ENSMUST00000189591,"predicted gene, 20853 [Source:MGI Symbol;Acc:MGI:5434209]",Gm20853,Gm20853-201
ENSMUSG00000101043,ENSMUST00000185717,predicted gene 29075 [Source:MGI Symbol;Acc:MGI:5579781],Gm29075,Gm29075-201
ENSMUSG00000100535,ENSMUST00000189315,"predicted gene, 20870 [Source:MGI Symbol;Acc:MGI:5434226]",Gm20870,Gm20870-201
ENSMUSG00000099390,ENSMUST00000188647,predicted gene 29225 [Source:MGI Symbol;Acc:MGI:5579931],Gm29225,Gm29225-202
ENSMUSG00000099390,ENSMUST00000188510,predicted gene 29225 [Source:MGI Symbol;Acc:MGI:5579931],Gm29225,Gm29225-201
ENSMUSG00000099390,ENSMUST00000191180,predicted gene 29225 [Source:MGI Symbol;Acc:MGI:5579931],Gm29225,Gm29225-203
ENSMUSG00000099738,ENSMUST00000189519,predicted gene 28483 [Source:MGI Symbol;Acc:MGI:5579189],Gm28483,Gm28483-201
ENSMUSG00000100422,ENSMUST00000186871,predicted gene 29226 [Source:MGI Symbol;Acc:MGI:5579932],Gm29226,Gm29226-201
ENSMUSG00000101988,ENSMUST00000190606,predicted gene 28484 [Source:MGI Symbol;Acc:MGI:5579190],Gm28484,Gm28484-201
ENSMUSG00000100385,ENSMUST00000187139,predicted gene 29227 [Source:MGI Symbol;Acc:MGI:5579933],Gm29227,Gm29227-201
ENSMUSG00000101336,ENSMUST00000186383,predicted gene 28480 [Source:MGI Symbol;Acc:MGI:5579186],Gm28480,Gm28480-201
ENSMUSG00000101593,ENSMUST00000187463,"predicted gene, 20842 [Source:MGI Symbol;Acc:MGI:5434198]",Gm20842,Gm20842-201
ENSMUSG00000099733,ENSMUST00000187275,"predicted gene, 21880 [Source:MGI Symbol;Acc:MGI:5434044]",Gm21880,Gm21880-201
ENSMUSG00000101626,ENSMUST00000191185,predicted gene 29386 [Source:MGI Symbol;Acc:MGI:5580092],Gm29386,Gm29386-203
ENSMUSG00000101626,ENSMUST00000188128,predicted gene 29386 [Source:MGI Symbol;Acc:MGI:5580092],Gm29386,Gm29386-202
ENSMUSG00000101626,ENSMUST00000186775,predicted gene 29386 [Source:MGI Symbol;Acc:MGI:5580092],Gm29386,Gm29386-201
ENSMUSG00000101091,ENSMUST00000190852,predicted gene 29384 [Source:MGI Symbol;Acc:MGI:5580090],Gm29384,Gm29384-201
ENSMUSG00000100229,ENSMUST00000186520,"predicted gene, 21896 [Source:MGI Symbol;Acc:MGI:5434060]",Gm21896,Gm21896-201
ENSMUSG00000101691,ENSMUST00000188571,predicted gene 29280 [Source:MGI Symbol;Acc:MGI:5579986],Gm29280,Gm29280-201
ENSMUSG00000100540,ENSMUST00000185833,"predicted gene, 20799 [Source:MGI Symbol;Acc:MGI:5434155]",Gm20799,Gm20799-201
ENSMUSG00000100244,ENSMUST00000190324,predicted gene 29279 [Source:MGI Symbol;Acc:MGI:5579985],Gm29279,Gm29279-201
ENSMUSG00000100694,ENSMUST00000191008,predicted gene 29182 [Source:MGI Symbol;Acc:MGI:5579888],Gm29182,Gm29182-202
ENSMUSG00000100694,ENSMUST00000187534,predicted gene 29182 [Source:MGI Symbol;Acc:MGI:5579888],Gm29182,Gm29182-201
ENSMUSG00000099799,ENSMUST00000187337,predicted gene 28260 [Source:MGI Symbol;Acc:MGI:5578966],Gm28260,Gm28260-201
ENSMUSG00000099799,ENSMUST00000188438,predicted gene 28260 [Source:MGI Symbol;Acc:MGI:5578966],Gm28260,Gm28260-202
ENSMUSG00000099799,ENSMUST00000190622,predicted gene 28260 [Source:MGI Symbol;Acc:MGI:5578966],Gm28260,Gm28260-203
ENSMUSG00000099999,ENSMUST00000187263,"predicted gene, 21795 [Source:MGI Symbol;Acc:MGI:5433959]",Gm21795,Gm21795-201
ENSMUSG00000101844,ENSMUST00000186101,"predicted gene, 20844 [Source:MGI Symbol;Acc:MGI:5434200]",Gm20844,Gm20844-201
ENSMUSG00000101806,ENSMUST00000186417,predicted gene 28261 [Source:MGI Symbol;Acc:MGI:5578967],Gm28261,Gm28261-201
ENSMUSG00000101632,ENSMUST00000190657,predicted gene 28264 [Source:MGI Symbol;Acc:MGI:5578970],Gm28264,Gm28264-201
ENSMUSG00000099525,ENSMUST00000191488,"predicted gene, 21872 [Source:MGI Symbol;Acc:MGI:5434036]",Gm21872,Gm21872-201
ENSMUSG00000100749,ENSMUST00000191050,"predicted gene, 20798 [Source:MGI Symbol;Acc:MGI:5434154]",Gm20798,Gm20798-201
ENSMUSG00000099963,ENSMUST00000191085,predicted gene 28463 [Source:MGI Symbol;Acc:MGI:5579169],Gm28463,Gm28463-203
ENSMUSG00000099963,ENSMUST00000185506,predicted gene 28463 [Source:MGI Symbol;Acc:MGI:5579169],Gm28463,Gm28463-202
ENSMUSG00000099963,ENSMUST00000185420,predicted gene 28463 [Source:MGI Symbol;Acc:MGI:5579169],Gm28463,Gm28463-201
ENSMUSG00000101857,ENSMUST00000191075,"predicted gene, 21757 [Source:MGI Symbol;Acc:MGI:5433921]",Gm21757,Gm21757-201
ENSMUSG00000101836,ENSMUST00000190413,predicted gene 28968 [Source:MGI Symbol;Acc:MGI:5579674],Gm28968,Gm28968-201
ENSMUSG00000102008,ENSMUST00000188452,predicted gene 28495 [Source:MGI Symbol;Acc:MGI:5579201],Gm28495,Gm28495-201
ENSMUSG00000100869,ENSMUST00000188700,"predicted gene, 20846 [Source:MGI Symbol;Acc:MGI:5434202]",Gm20846,Gm20846-201
ENSMUSG00000101277,ENSMUST00000186066,"predicted gene, 20847 [Source:MGI Symbol;Acc:MGI:5434203]",Gm20847,Gm20847-201
ENSMUSG00000099371,ENSMUST00000190836,"predicted gene, 20848 [Source:MGI Symbol;Acc:MGI:5434204]",Gm20848,Gm20848-201
ENSMUSG00000100359,ENSMUST00000187962,"predicted gene, 21766 [Source:MGI Symbol;Acc:MGI:5433930]",Gm21766,Gm21766-201
ENSMUSG00000099495,ENSMUST00000185634,"predicted gene, 20800 [Source:MGI Symbol;Acc:MGI:5434156]",Gm20800,Gm20800-201
ENSMUSG00000101747,ENSMUST00000186201,"predicted gene, 21683 [Source:MGI Symbol;Acc:MGI:5435038]",Gm21683,Gm21683-201
ENSMUSG00000100263,ENSMUST00000188536,predicted gene 28468 [Source:MGI Symbol;Acc:MGI:5579174],Gm28468,Gm28468-201
ENSMUSG00000101575,ENSMUST00000185598,"predicted gene, 20898 [Source:MGI Symbol;Acc:MGI:5434254]",Gm20898,Gm20898-201
ENSMUSG00000101715,ENSMUST00000191596,"predicted gene, 21855 [Source:MGI Symbol;Acc:MGI:5434019]",Gm21855,Gm21855-201
ENSMUSG00000100785,ENSMUST00000189258,predicted gene 29333 [Source:MGI Symbol;Acc:MGI:5580039],Gm29333,Gm29333-201
ENSMUSG00000101425,ENSMUST00000185248,predicted gene 29255 [Source:MGI Symbol;Acc:MGI:5579961],Gm29255,Gm29255-201
ENSMUSG00000101425,ENSMUST00000187205,predicted gene 29255 [Source:MGI Symbol;Acc:MGI:5579961],Gm29255,Gm29255-202
ENSMUSG00000100698,ENSMUST00000185643,"predicted gene, 20902 [Source:MGI Symbol;Acc:MGI:5434258]",Gm20902,Gm20902-201
ENSMUSG00000099822,ENSMUST00000191389,predicted gene 28332 [Source:MGI Symbol;Acc:MGI:5579038],Gm28332,Gm28332-203
ENSMUSG00000099822,ENSMUST00000185485,predicted gene 28332 [Source:MGI Symbol;Acc:MGI:5579038],Gm28332,Gm28332-201
ENSMUSG00000099822,ENSMUST00000189521,predicted gene 28332 [Source:MGI Symbol;Acc:MGI:5579038],Gm28332,Gm28332-202
ENSMUSG00000099547,ENSMUST00000191593,predicted gene 28678 [Source:MGI Symbol;Acc:MGI:5579384],Gm28678,Gm28678-201
ENSMUSG00000101781,ENSMUST00000186034,predicted gene 28333 [Source:MGI Symbol;Acc:MGI:5579039],Gm28333,Gm28333-201
ENSMUSG00000101271,ENSMUST00000186653,predicted gene 28334 [Source:MGI Symbol;Acc:MGI:5579040],Gm28334,Gm28334-201
ENSMUSG00000099504,ENSMUST00000186204,predicted gene 28335 [Source:MGI Symbol;Acc:MGI:5579041],Gm28335,Gm28335-201
ENSMUSG00000099782,ENSMUST00000189346,"predicted gene, 20903 [Source:MGI Symbol;Acc:MGI:5434259]",Gm20903,Gm20903-201
ENSMUSG00000101377,ENSMUST00000190743,predicted gene 28336 [Source:MGI Symbol;Acc:MGI:5579042],Gm28336,Gm28336-201
ENSMUSG00000101038,ENSMUST00000189512,predicted gene 28272 [Source:MGI Symbol;Acc:MGI:5578978],Gm28272,Gm28272-201
ENSMUSG00000101709,ENSMUST00000190425,predicted gene 28337 [Source:MGI Symbol;Acc:MGI:5579043],Gm28337,Gm28337-201
ENSMUSG00000100604,ENSMUST00000189094,predicted gene 29256 [Source:MGI Symbol;Acc:MGI:5579962],Gm29256,Gm29256-201
ENSMUSG00000099554,ENSMUST00000190319,predicted gene 28259 [Source:MGI Symbol;Acc:MGI:5578965],Gm28259,Gm28259-201
ENSMUSG00000099554,ENSMUST00000190815,predicted gene 28259 [Source:MGI Symbol;Acc:MGI:5578965],Gm28259,Gm28259-202
ENSMUSG00000099814,ENSMUST00000186269,predicted gene 28338 [Source:MGI Symbol;Acc:MGI:5579044],Gm28338,Gm28338-202
ENSMUSG00000099814,ENSMUST00000188790,predicted gene 28338 [Source:MGI Symbol;Acc:MGI:5579044],Gm28338,Gm28338-203
ENSMUSG00000099814,ENSMUST00000186161,predicted gene 28338 [Source:MGI Symbol;Acc:MGI:5579044],Gm28338,Gm28338-201
ENSMUSG00000101757,ENSMUST00000185811,predicted gene 28273 [Source:MGI Symbol;Acc:MGI:5578979],Gm28273,Gm28273-201
ENSMUSG00000100179,ENSMUST00000191056,"predicted gene, 21715 [Source:MGI Symbol;Acc:MGI:5435070]",Gm21715,Gm21715-201
ENSMUSG00000101815,ENSMUST00000186297,predicted gene 29028 [Source:MGI Symbol;Acc:MGI:5579734],Gm29028,Gm29028-201
ENSMUSG00000101538,ENSMUST00000190520,predicted gene 29029 [Source:MGI Symbol;Acc:MGI:5579735],Gm29029,Gm29029-201
ENSMUSG00000100251,ENSMUST00000185371,predicted gene 29615 [Source:MGI Symbol;Acc:MGI:5580321],Gm29615,Gm29615-201
ENSMUSG00000100983,ENSMUST00000190848,predicted gene 29030 [Source:MGI Symbol;Acc:MGI:5579736],Gm29030,Gm29030-201
ENSMUSG00000101774,ENSMUST00000188777,predicted gene 29616 [Source:MGI Symbol;Acc:MGI:5580322],Gm29616,Gm29616-201
ENSMUSG00000101774,ENSMUST00000190614,predicted gene 29616 [Source:MGI Symbol;Acc:MGI:5580322],Gm29616,Gm29616-202
ENSMUSG00000101820,ENSMUST00000190543,predicted gene 29023 [Source:MGI Symbol;Acc:MGI:5579729],Gm29023,Gm29023-201
ENSMUSG00000100283,ENSMUST00000189624,predicted gene 29024 [Source:MGI Symbol;Acc:MGI:5579730],Gm29024,Gm29024-201
ENSMUSG00000099883,ENSMUST00000186639,"predicted gene, 21784 [Source:MGI Symbol;Acc:MGI:5433948]",Gm21784,Gm21784-201
ENSMUSG00000099832,ENSMUST00000186756,predicted gene 29025 [Source:MGI Symbol;Acc:MGI:5579731],Gm29025,Gm29025-201
ENSMUSG00000100363,ENSMUST00000186299,"predicted gene, 20805 [Source:MGI Symbol;Acc:MGI:5434161]",Gm20805,Gm20805-201
ENSMUSG00000101246,ENSMUST00000187787,predicted gene 29026 [Source:MGI Symbol;Acc:MGI:5579732],Gm29026,Gm29026-201
ENSMUSG00000100276,ENSMUST00000191423,predicted gene 29618 [Source:MGI Symbol;Acc:MGI:5580324],Gm29618,Gm29618-201
ENSMUSG00000101382,ENSMUST00000189183,predicted gene 28213 [Source:MGI Symbol;Acc:MGI:5578919],Gm28213,Gm28213-201
ENSMUSG00000101318,ENSMUST00000185895,predicted gene 29109 [Source:MGI Symbol;Acc:MGI:5579815],Gm29109,Gm29109-201
ENSMUSG00000099967,ENSMUST00000187114,predicted gene 28212 [Source:MGI Symbol;Acc:MGI:5578918],Gm28212,Gm28212-201
ENSMUSG00000100805,ENSMUST00000186020,predicted gene 29108 [Source:MGI Symbol;Acc:MGI:5579814],Gm29108,Gm29108-201
ENSMUSG00000100805,ENSMUST00000187930,predicted gene 29108 [Source:MGI Symbol;Acc:MGI:5579814],Gm29108,Gm29108-202
ENSMUSG00000101161,ENSMUST00000190662,"predicted gene, 21799 [Source:MGI Symbol;Acc:MGI:5433963]",Gm21799,Gm21799-201
ENSMUSG00000100705,ENSMUST00000186862,predicted gene 28227 [Source:MGI Symbol;Acc:MGI:5578933],Gm28227,Gm28227-201
ENSMUSG00000099661,ENSMUST00000185760,predicted gene 28781 [Source:MGI Symbol;Acc:MGI:5579487],Gm28781,Gm28781-201
ENSMUSG00000101157,ENSMUST00000190782,"predicted gene, 20905 [Source:MGI Symbol;Acc:MGI:5434261]",Gm20905,Gm20905-201
ENSMUSG00000099712,ENSMUST00000189889,predicted gene 29411 [Source:MGI Symbol;Acc:MGI:5580117],Gm29411,Gm29411-201
ENSMUSG00000094507,ENSMUST00000179880,"predicted gene, 21913 [Source:MGI Symbol;Acc:MGI:5434077]",Gm21913,Gm21913-201
ENSMUSG00000100115,ENSMUST00000191003,predicted gene 28174 [Source:MGI Symbol;Acc:MGI:5578880],Gm28174,Gm28174-201
ENSMUSG00000099586,ENSMUST00000191210,predicted gene 28222 [Source:MGI Symbol;Acc:MGI:5578928],Gm28222,Gm28222-201
ENSMUSG00002075716,ENSMUST00020182191,"predicted gene, 54339 [Source:MGI Symbol;Acc:MGI:6845158]",Gm54339,Gm54339-201
ENSMUSG00000100066,ENSMUST00000190671,"predicted gene, 21835 [Source:MGI Symbol;Acc:MGI:5433999]",Gm21835,Gm21835-201
ENSMUSG00000101881,ENSMUST00000191597,"predicted gene, 21076 [Source:MGI Symbol;Acc:MGI:5434431]",Gm21076,Gm21076-201
ENSMUSG00000101879,ENSMUST00000188530,predicted gene 28820 [Source:MGI Symbol;Acc:MGI:5579526],Gm28820,Gm28820-201
ENSMUSG00000101879,ENSMUST00000190197,predicted gene 28820 [Source:MGI Symbol;Acc:MGI:5579526],Gm28820,Gm28820-202
ENSMUSG00000101218,ENSMUST00000191328,predicted gene 29416 [Source:MGI Symbol;Acc:MGI:5580122],Gm29416,Gm29416-202
ENSMUSG00000101218,ENSMUST00000185577,predicted gene 29416 [Source:MGI Symbol;Acc:MGI:5580122],Gm29416,Gm29416-201
ENSMUSG00000099412,ENSMUST00000190469,predicted gene 28223 [Source:MGI Symbol;Acc:MGI:5578929],Gm28223,Gm28223-201
ENSMUSG00002075673,ENSMUST00020183520,"predicted gene, 54340 [Source:MGI Symbol;Acc:MGI:6845160]",Gm54340,Gm54340-201
ENSMUSG00000101831,ENSMUST00000185869,predicted gene 29412 [Source:MGI Symbol;Acc:MGI:5580118],Gm29412,Gm29412-201
ENSMUSG00000101128,ENSMUST00000189976,"predicted gene, 21869 [Source:MGI Symbol;Acc:MGI:5434033]",Gm21869,Gm21869-201
ENSMUSG00000101788,ENSMUST00000186646,"predicted gene, 20813 [Source:MGI Symbol;Acc:MGI:5434169]",Gm20813,Gm20813-201
ENSMUSG00000100428,ENSMUST00000186019,predicted gene 29413 [Source:MGI Symbol;Acc:MGI:5580119],Gm29413,Gm29413-201
ENSMUSG00000102087,ENSMUST00000189642,predicted gene 28790 [Source:MGI Symbol;Acc:MGI:5579496],Gm28790,Gm28790-201
ENSMUSG00000099601,ENSMUST00000189438,predicted gene 29671 [Source:MGI Symbol;Acc:MGI:5580377],Gm29671,Gm29671-201
ENSMUSG00000101704,ENSMUST00000191365,"predicted gene, 21878 [Source:MGI Symbol;Acc:MGI:5434042]",Gm21878,Gm21878-201
ENSMUSG00000101428,ENSMUST00000185476,predicted gene 29272 [Source:MGI Symbol;Acc:MGI:5579978],Gm29272,Gm29272-201
ENSMUSG00000101349,ENSMUST00000190545,predicted gene 28162 [Source:MGI Symbol;Acc:MGI:5578868],Gm28162,Gm28162-201
ENSMUSG00000100140,ENSMUST00000190429,predicted gene 28789 [Source:MGI Symbol;Acc:MGI:5579495],Gm28789,Gm28789-202
ENSMUSG00000100140,ENSMUST00000187068,predicted gene 28789 [Source:MGI Symbol;Acc:MGI:5579495],Gm28789,Gm28789-201
ENSMUSG00000101710,ENSMUST00000186497,"predicted gene, 20922 [Source:MGI Symbol;Acc:MGI:5434278]",Gm20922,Gm20922-201
ENSMUSG00000094575,ENSMUST00000177666,"predicted gene, 20738 [Source:MGI Symbol;Acc:MGI:5434094]",Gm20738,Gm20738-201
ENSMUSG00000101146,ENSMUST00000190173,"predicted gene, 20814 [Source:MGI Symbol;Acc:MGI:5434170]",Gm20814,Gm20814-201
ENSMUSG00000099499,ENSMUST00000188357,predicted gene 28787 [Source:MGI Symbol;Acc:MGI:5579493],Gm28787,Gm28787-201
ENSMUSG00000101213,ENSMUST00000189717,predicted gene 28788 [Source:MGI Symbol;Acc:MGI:5579494],Gm28788,Gm28788-201
ENSMUSG00000100952,ENSMUST00000188667,predicted gene 28545 [Source:MGI Symbol;Acc:MGI:5579251],Gm28545,Gm28545-201
ENSMUSG00000100952,ENSMUST00000191476,predicted gene 28545 [Source:MGI Symbol;Acc:MGI:5579251],Gm28545,Gm28545-202
ENSMUSG00000099730,ENSMUST00000186357,predicted gene 28547 [Source:MGI Symbol;Acc:MGI:5579253],Gm28547,Gm28547-201
ENSMUSG00000099896,ENSMUST00000189701,predicted gene 29278 [Source:MGI Symbol;Acc:MGI:5579984],Gm29278,Gm29278-202
ENSMUSG00000099896,ENSMUST00000186793,predicted gene 29278 [Source:MGI Symbol;Acc:MGI:5579984],Gm29278,Gm29278-201
ENSMUSG00000101873,ENSMUST00000188221,predicted gene 28546 [Source:MGI Symbol;Acc:MGI:5579252],Gm28546,Gm28546-201
ENSMUSG00000101980,ENSMUST00000185911,"predicted gene, 21922 [Source:MGI Symbol;Acc:MGI:5434086]",Gm21922,Gm21922-201
ENSMUSG00000100203,ENSMUST00000191308,"predicted gene, 21924 [Source:MGI Symbol;Acc:MGI:5434088]",Gm21924,Gm21924-201
ENSMUSG00000100669,ENSMUST00000187671,"predicted gene, 21111 [Source:MGI Symbol;Acc:MGI:5434466]",Gm21111,Gm21111-201
ENSMUSG00000099460,ENSMUST00000190360,"predicted gene, 21735 [Source:MGI Symbol;Acc:MGI:5433899]",Gm21735,Gm21735-201
ENSMUSG00000100260,ENSMUST00000186860,predicted gene 28608 [Source:MGI Symbol;Acc:MGI:5579314],Gm28608,Gm28608-201
ENSMUSG00000100675,ENSMUST00000190142,predicted gene 28607 [Source:MGI Symbol;Acc:MGI:5579313],Gm28607,Gm28607-201
ENSMUSG00000099807,ENSMUST00000189399,predicted gene 28771 [Source:MGI Symbol;Acc:MGI:5579477],Gm28771,Gm28771-202
ENSMUSG00000099807,ENSMUST00000185747,predicted gene 28771 [Source:MGI Symbol;Acc:MGI:5579477],Gm28771,Gm28771-201
ENSMUSG00000101435,ENSMUST00000189554,predicted gene 28772 [Source:MGI Symbol;Acc:MGI:5579478],Gm28772,Gm28772-201
ENSMUSG00000100544,ENSMUST00000188938,predicted gene 28606 [Source:MGI Symbol;Acc:MGI:5579312],Gm28606,Gm28606-201
ENSMUSG00000100544,ENSMUST00000190412,predicted gene 28606 [Source:MGI Symbol;Acc:MGI:5579312],Gm28606,Gm28606-202
ENSMUSG00000100883,ENSMUST00000187925,predicted gene 28773 [Source:MGI Symbol;Acc:MGI:5579479],Gm28773,Gm28773-201
ENSMUSG00000100902,ENSMUST00000188672,"predicted gene, 20850 [Source:MGI Symbol;Acc:MGI:5434206]",Gm20850,Gm20850-201
ENSMUSG00000100892,ENSMUST00000185240,"predicted gene, 20897 [Source:MGI Symbol;Acc:MGI:5434253]",Gm20897,Gm20897-201
ENSMUSG00000100673,ENSMUST00000186226,predicted gene 29574 [Source:MGI Symbol;Acc:MGI:5580280],Gm29574,Gm29574-201
ENSMUSG00000101050,ENSMUST00000187087,predicted gene 28774 [Source:MGI Symbol;Acc:MGI:5579480],Gm28774,Gm28774-201
ENSMUSG00000101050,ENSMUST00000188107,predicted gene 28774 [Source:MGI Symbol;Acc:MGI:5579480],Gm28774,Gm28774-202
ENSMUSG00000102025,ENSMUST00000190597,predicted gene 29575 [Source:MGI Symbol;Acc:MGI:5580281],Gm29575,Gm29575-201
ENSMUSG00000099793,ENSMUST00000186918,predicted gene 28775 [Source:MGI Symbol;Acc:MGI:5579481],Gm28775,Gm28775-201
ENSMUSG00000099944,ENSMUST00000191195,"predicted gene, 21875 [Source:MGI Symbol;Acc:MGI:5434039]",Gm21875,Gm21875-201
ENSMUSG00000100226,ENSMUST00000190518,"predicted gene, 20904 [Source:MGI Symbol;Acc:MGI:5434260]",Gm20904,Gm20904-201
ENSMUSG00000100699,ENSMUST00000189913,"predicted gene, 21765 [Source:MGI Symbol;Acc:MGI:5433929]",Gm21765,Gm21765-201
ENSMUSG00000096438,ENSMUST00000180966,"glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15 [Source:MGI Symbol;Acc:MGI:5434255]",Gapdh-ps15,Gapdh-ps15-201
ENSMUSG00000101957,ENSMUST00000188020,predicted gene 29576 [Source:MGI Symbol;Acc:MGI:5580282],Gm29576,Gm29576-201
ENSMUSG00000101071,ENSMUST00000186427,predicted gene 29577 [Source:MGI Symbol;Acc:MGI:5580283],Gm29577,Gm29577-201
ENSMUSG00000099351,ENSMUST00000191282,predicted gene 28776 [Source:MGI Symbol;Acc:MGI:5579482],Gm28776,Gm28776-201
ENSMUSG00000099489,ENSMUST00000189993,"predicted gene, 21787 [Source:MGI Symbol;Acc:MGI:5433951]",Gm21787,Gm21787-201
ENSMUSG00000099425,ENSMUST00000190291,predicted gene 29573 [Source:MGI Symbol;Acc:MGI:5580279],Gm29573,Gm29573-201
ENSMUSG00000100845,ENSMUST00000187354,predicted gene 28770 [Source:MGI Symbol;Acc:MGI:5579476],Gm28770,Gm28770-201
ENSMUSG00000101020,ENSMUST00000189695,predicted gene 28377 [Source:MGI Symbol;Acc:MGI:5579083],Gm28377,Gm28377-201
ENSMUSG00000096275,ENSMUST00000180177,"predicted gene, 20901 [Source:MGI Symbol;Acc:MGI:5434257]",Gm20901,Gm20901-201
ENSMUSG00000094404,ENSMUST00000177676,"predicted gene, 21776 [Source:MGI Symbol;Acc:MGI:5433940]",Gm21776,Gm21776-201
ENSMUSG00000101408,ENSMUST00000190460,"predicted gene, 21155 [Source:MGI Symbol;Acc:MGI:5434510]",Gm21155,Gm21155-201
ENSMUSG00000101771,ENSMUST00000185322,predicted gene 28176 [Source:MGI Symbol;Acc:MGI:5578882],Gm28176,Gm28176-201
ENSMUSG00000101771,ENSMUST00000185740,predicted gene 28176 [Source:MGI Symbol;Acc:MGI:5578882],Gm28176,Gm28176-202
ENSMUSG00000100719,ENSMUST00000187228,predicted gene 28786 [Source:MGI Symbol;Acc:MGI:5579492],Gm28786,Gm28786-201
ENSMUSG00000100643,ENSMUST00000189276,"predicted gene, 21163 [Source:MGI Symbol;Acc:MGI:5434518]",Gm21163,Gm21163-201
ENSMUSG00000101898,ENSMUST00000187088,predicted gene 28122 [Source:MGI Symbol;Acc:MGI:5578828],Gm28122,Gm28122-201
